	$P1$	$P2$	$wages$
0	1.2	7.0	0.3345273360674421
1	1.1869024574452525	6.7211289112757715	0.3176046135714723
2	1.178004807287901	6.475867877732837	0.3062879244555458
3	1.1719114187791453	6.276075309133204	0.2987112778226146
4	1.167697750872505	6.123463418444653	0.29364157889039777
5	1.1647445644365808	6.014840691939244	0.29025294315982014
6	1.1626367926272294	5.945208434878067	0.2879918027909725
7	1.1610877970733016	5.909287716496961	0.2864759047488756
8	1.1599220059095132	5.9021960899530805	0.2854710759012705
9	1.1590133098001887	5.919735018093935	0.2848091358631428
10	1.1582771119601953	5.958473068741157	0.2843772681514038
11	1.1576483169869325	6.01571318302124	0.2840726490578435
12	1.1570998675694946	6.089350783227465	0.2838750810076085
13	1.1566053284165656	6.177652555366905	0.28374938897621726
14	1.1561469616469886	6.2789978190988265	0.2836719428165755
15	1.1557045014835376	6.391652328253369	0.2836157578769707
16	1.1552810913251432	6.513610369967946	0.283585013894747
17	1.1548704587861256	6.642534877668301	0.2835713541957393
18	1.1544683942473213	6.775754604231727	0.2835691704368156
19	1.1540636868603784	6.9103267770917745	0.28356354034005427
20	1.153665601327788	7.043141036862834	0.2835667977398511
21	1.1532719508214664	7.171076296332963	0.2835760280858041
22	1.152881267701226	7.291163940992682	0.2835892773481547
23	1.1524841586984487	7.400769155122803	0.2835940441869407
24	1.152091154227536	7.497755411741733	0.2836043481997475
25	1.1517008943494498	7.5806302602601985	0.2836183760877202
26	1.1513124665771006	7.64860754768152	0.2836349111031889
27	1.150916827494602	7.701600643104739	0.2836419177918241
28	1.1505247882669833	7.740129450553322	0.28365378958054394
29	1.1501351546081917	7.765180276741628	0.28366893371874546
30	1.149747125298237	7.7780027494520505	0.28368628158631914
31	1.1493517087583889	7.779910566850852	0.28369386674406827
32	1.1489597968436565	7.772101113526897	0.28370619003731223
33	1.148570226554221	7.75554076373363	0.28372170034522953
34	1.148173746475987	7.73088322928822	0.28372808458466503
35	1.1477811085569074	7.698450249303062	0.2837396569339922
36	1.1473910387726454	7.658282105568336	0.2837547181820058
37	1.1470026824549227	7.6102053937387	0.283772128426942
38	1.146606972109965	7.5539379072549355	0.2837798199436067
39	1.1462148289010563	7.489200748757243	0.28379233252212827
40	1.1458250694186005	7.415844826163901	0.28380808779571287
41	1.145436899779302	7.333938308907972	0.2838260269243273
42	1.145041270348607	7.243834393146261	0.2838341060647626
43	1.144649160120017	7.146198898027161	0.2838469420663683
44	1.1442594015688392	7.04201780272354	0.283862977742228
45	1.1438712114632508	6.932555113731016	0.28388116837148164
46	1.1434755243920312	6.819298528094828	0.28388944924024423
47	1.14308335461619	6.703890829792317	0.28390248416023073
48	1.142693535355593	6.5880744353242715	0.28391871692879367
49	1.1423052838711867	6.4736243069306285	0.2839371034760467
50	1.1419095121583345	6.362297614283558	0.2839455490205367
51	1.1415172651721917	6.25578978819508	0.2839587535676195
52	1.1411273737841907	6.155712727963511	0.28397514986004757
53	1.140739053632053	6.063565706568216	0.2839936917758024
54	1.140343192695087	5.980719581314547	0.28400225253777844
55	1.1399508656652897	5.908402340094629	0.2840155764033388
56	1.1395609004660585	5.847699744633471	0.2840321000896924
57	1.139172510786996	5.79954355350631	0.28405077487509234
58	1.1387765603763214	5.764706602463217	0.2840594417333993
59	1.138384153520327	5.743793872674587	0.28407288432688943
60	1.1379941150789339	5.73724378284089	0.2840895352843391
61	1.137605656678739	5.745313329729948	0.28410834313112227
62	1.1372096177604305	5.768066798051384	0.28411711649021676
63	1.1368171321517597	5.805358485842704	0.28413067835854616
64	1.1364270216143095	5.856826180525537	0.2841474572301113
65	1.1360384956882261	5.921869822418959	0.2841663988462867
66	1.1356423694917082	5.999638187776441	0.28417527945926324
67	1.135249806382385	6.0890159775635615	0.2841889613850826
68	1.1348596250164031	6.1886321130715585	0.28420586897337646
